Time,Ulcer,ATR,BBhPrice,BBlPrice,BBWidth,EMA5Price,EMA10Price,EMA20Price,MACDHist,DIplus,DIminus,VI,TRIX,CCI,DPO,STC,RSI,SRSI,TSI,UO,SO,WR,AO,ROC,CandleBodyWidth,CandleTopWick,CandleBottomWick,Day %,Day High %,Week %,Month %,Label
14:29,0.007242023725278747,0.052197948239808764,-0.027167220231477544,0.4415135903573013,0.46771183707898606,0.05054180955298132,0.10249725966552338,0.17451071417482855,0.007926611716691456,66.43501237858396,15.799256933472893,0.7571428571428612,0.020734946513673302,141.75344306348237,-0.025999999999982037,79.6886272244051,82.51230497904419,0.987467589384066,72.67678447829387,71.89264746995117,100.0,-0.0,0.21323529411765207,0.2237725417928152,0.0,0.0,0.0,0.2039876291373312,-0.46408261977907567,-0.22277552090158784,-3.8818405604999087,-1
15:30,0.22678894175345757,0.08941384828312467,-0.37076423540025694,0.012694363838008236,0.3841463554189951,-0.07225102020424753,-0.10871668543267082,-0.17403833326428328,-0.0064875616672953745,24.65881848037689,46.25714387692806,-0.6944444444444284,-0.01186824702178523,-146.6630046690531,0.15750000000002728,23.486328125,27.836420212036387,0.0,-39.41599322835131,35.680782985125454,0.0,-100.0,-0.11676470588236043,-0.249999999999997,-0.019782393669634777,0.0,0.0,-0.23030861354214274,-0.8954833649258152,-0.6552221202987812,-4.298428327968189,1
09:58,0.09144519179694206,0.25350530859911174,-0.2355473836834711,0.6580325783738448,0.8916963195913797,0.009919851540604431,0.060885846932450256,0.3177395446412672,-0.043421270807679935,64.6495914510097,16.95950648491223,0.578947368421063,0.020738032530718736,68.23705365488954,-0.06299999999998818,6.3052692250465805,72.43789882314283,0.14262274535851277,59.43472227850973,65.7438277472235,78.7234042553203,-21.276595744679693,0.22274509803924047,0.35697758974019433,0.06591523301034494,0.0,0.0,3.560952315983354,-0.13157029142818805,-2.058064516129031,-2.297592997811812,-1
10:29,0.05520456920788359,0.10933415846390984,-0.01925379922761053,0.2852879055711573,0.3041371505235408,0.06836642530052339,0.09055906286982532,0.11157940471090691,0.012059762157000675,42.93094248162045,33.57752231104455,0.3793103448275308,0.0063039731379418325,146.84860298898695,0.011500000000012278,72.07164811364424,60.29093679055652,1.0,14.116860900851997,58.12069516535919,88.37209302325336,-11.627906976746646,0.06411764705882206,0.10540878845773542,0.07903576368305086,0.032905561039823214,0.0,3.656456784228109,-0.03947108742846015,-1.967741935483878,-2.207491311623122,-1
11:32,0.08718497343245167,0.09413667512422008,-0.16769770393406813,0.16428216529504716,0.3319855387762918,-0.055324130567052036,-0.049307157955154855,-0.02223782527599618,-0.017718880159354404,32.81031366123279,32.23948155381853,0.26666666666669325,0.005945828689924044,23.64066193853028,-0.09300000000001774,3.125,49.15521198287067,0.13892908110562843,11.319407204692826,48.6987645299643,32.558139534880034,-67.44186046511997,0.09980392156859352,0.08601865943227385,-0.0792707094728528,0.0,0.0,3.185756190736058,-0.4933885928557332,-2.4129032258064576,-2.6515639078388498,1
12:30,0.20125305011954173,0.061351238714117705,-0.26968702863651467,0.042634992539361774,0.3126769909130141,-0.027739052422809444,-0.05549320428412496,-0.10230280320076769,-0.001182629257737433,24.301364898180488,43.9646206034779,-0.3333333333332883,-0.010632495216687514,-123.37662337662313,-0.0519999999999925,19.53125,32.76993853594868,0.3332085929690679,-33.16343841380629,41.90629924285455,16.129032258058896,-83.8709677419411,-0.12441176470588289,-0.09262322196494527,0.01324591032517505,0.0,0.019872813990461802,3.015212497441836,-0.6578514571409776,-2.5741935483871026,-2.8124597760329544,-1
13:29,0.2271848898724183,0.06400235650723059,-0.2394563137156631,0.163158940787541,0.40276890555015715,-0.0014135828241354997,-0.005620417757587859,-0.02907880027934708,0.004971147094287726,22.323804520397402,35.95388251158782,-0.19801980198018287,-0.0004383030913171442,-31.616982836496984,-0.15800000000001546,75.79174246759007,43.59676177054592,0.9129342664637884,-12.146271466059478,31.969817630018575,62.96296296296257,-37.03703703703743,-0.020686274509785108,0.05988422383392336,-0.013297872340432336,0.0,0.0,2.5854423903404,-1.0722978751397905,-2.9806451612903255,-3.2179173638820955,-1
14:30,0.10279899146843771,0.15053491926507684,-0.03639358054043828,0.36770998889962697,0.40343524585675145,0.060581703266602234,0.10359234218684425,0.14259210671829625,0.01875589809981274,34.51045779402747,23.066173282133036,0.12213740458014155,0.016334505035138315,116.20067420187551,0.06750000000002387,98.21317127807015,59.22080626203433,0.7824952461184539,16.400231263400954,57.15064167461346,72.72727272727474,-27.27272727272526,0.06754901960783855,0.16692261467583627,0.04001066951187135,0.0,0.0600520451057606,2.3398594719967303,-1.3091243997105328,-3.2129032258064454,-3.4496074140815973,1
15:29,0.18735380993794734,0.11759889833196399,-0.17608163785960879,0.17869682250953028,0.3547738213738798,0.023849126914544532,0.03368094200432086,0.023975545968579495,0.02091608227974591,41.22688217574094,24.168494283655328,-0.32121212121213794,0.0028211066372998118,6.517397245857108,-0.07849999999999113,94.09028758939355,51.90093600347471,0.6956338998444755,3.0966710299258744,46.563001726421476,49.056603773583085,-50.943396226416915,0.038921568627472425,-0.03308628904182859,-0.013237143424455776,0.006618571712218482,0.0,3.056142983832451,-0.6183803697125174,-2.5354838709677465,-2.773844767666368,-1
10:30,0.2636287602601662,0.0930236730135813,-0.559600450225485,-0.021319013844458362,0.5398494817390781,-0.09482637009017458,-0.16692064924668143,-0.2653859623545591,-0.012846874288744786,16.469673508581266,58.766345916426964,-0.2519685039370566,-0.029361099588742133,-160.48920504181734,0.14249999999998408,54.88187054528093,21.65717019404697,0.0594126901200217,-55.90874313658906,24.608232863082495,0.0,-100.0,-0.29735294117645594,-0.37903976592631544,-0.020021356113188157,0.0,0.0,-0.847177179164737,-1.0632677321357717,-2.4102664321542497,-4.743434857251865,1
11:29,0.04603366037987415,0.06477832972551976,-0.06483178797352766,0.12106882163215382,0.18584835180560202,-0.01781766690220277,-0.006589450214658821,0.0012709098398449503,-0.00392595626314865,26.223925889035815,40.46682404633209,0.06329113924066754,0.0076275480579996975,78.79537953798459,-0.09800000000001319,24.9267578125,49.47712680647938,0.5756894036584042,16.05327992449333,56.909752072644245,59.25925925926199,-40.74074074073801,0.09215686274507107,0.04672897196261226,-0.0066720042700766655,0.03336002135042125,0.0,-0.8074657488913884,-1.0236428477083497,-2.371181030551747,-4.705283906657344,1
